	INDIGNATO	PREOCCUPATO	TRISTE	DIVERTITO	SODDISFATTO
demagogico#a	0.314708164715792	0.19708967105072542	0.11068015482926183	0.12921689005458253	0.24830511934963823
demand#n	0.11266817786771335	0.47543393694776387	0.1870500554063951	0.1035008227596396	0.12134700701848802
demandare#v	0.23218982812837954	0.23047984554949788	0.1933632508634666	0.12798041244196495	0.21598666301669106
demanio#n	0.23042719757794733	0.42527093056113086	0.06041428493445187	0.07139274929371169	0.21249483763275825
demenziale#a	0.15834044169880968	0.02568544787126715	0.20529098841015514	0.13795584257123414	0.4727272794485338
demerito#n	0.15246530101051023	0.16412272810341533	0.1398400396255417	0.295929136061336	0.24764279519919677
demetrio#n	0.3257002968497158	0.17092792339574162	0.16959917424262572	0.18075975505513683	0.15301285045677998
democratica#n	0.12285793133237463	0.08260087013582858	0.5611308609382256	0.08960269862767752	0.1438076389658936
democraticamente#r	0.2185334775617737	0.10582048057304899	0.1438564535924939	0.23258280084542207	0.2992067874272615
democratico#a	0.24357805882098982	0.18725587077465936	0.13161844088866304	0.20655459202994855	0.2309930374857393
democratico#n	0.18584546304862687	0.18349326200003008	0.11255273717068662	0.2523629761593182	0.2657455616213382
democrazia#a	0.3222003309071546	0.21365763588369283	0.14953181654663733	0.12090116466161839	0.19370905200089675
democrazia#n	0.2240350104251476	0.2040666855696182	0.14542385506030878	0.21109772409411093	0.21537672485081444
democristiano#a	0.27750825665611517	0.163979939834038	0.21510177135090977	0.151143716398382	0.19226631576055503
demografico#a	0.2546998809071345	0.25885994659831685	0.1630875889455022	0.19957270800714835	0.12377987554189804
demolire#v	0.21092507988437612	0.21184039317711262	0.10669034205871636	0.1530757247084424	0.31746846017135244
demolizione#n	0.1217878562248914	0.24279037405018755	0.24388813553701633	0.11899569505669691	0.27253793913120783
demone#n	0.10615394270947093	0.25116940192556286	0.28299654547740255	0.15662770067582307	0.20305240921174061
demonizzare#v	0.26070751922353635	0.16686363161141643	0.13807703313666073	0.30915914736549976	0.1251926686628867
dempsey#n	0.2122430654116509	0.22600975289068945	0.2279947313778829	0.1351971704089211	0.19855527991085556
denaro#n	0.24711528751526476	0.24349151887928652	0.10476561404287738	0.21095792639142916	0.19366965317114218
deng#n	0.0961874355327412	0.1428321277382652	0.09719430065266332	0.2928642100460539	0.37092192603027635
denis#n	0.14157781905298197	0.1483543079653214	0.12709159372629605	0.3030431105448243	0.27993316871057616
denominare#v	0.16124717672863562	0.1558057332127321	0.2534523608380196	0.19072043068842423	0.2387742985321885
denominatore#n	0.19110637490039512	0.34112000059890674	0.10017652221917701	0.1776681497717051	0.18992895250981598
denominazione#n	0.281113589900263	0.14631814500334253	0.07168089559919448	0.2637566077934947	0.2371307617037053
denotare#v	0.16235876975294739	0.2263882562600916	0.12181996597863147	0.31522008357761466	0.1742129244307149
denso#a	0.10427221942139968	0.17638989557568094	0.29470130662473953	0.17489208548085716	0.24974449289732276
dente#n	0.14592011232549262	0.15675867028457405	0.15785400278480927	0.3061013246215135	0.2333658899836106
dentista#n	0.3301874686518804	0.14074020585643723	0.2732051966934926	0.10287653102711074	0.1529905977710791
dentro#r	0.17797669432125438	0.18598374597570844	0.17717526522647792	0.24568685558342515	0.2131774388931341
denuncia#n	0.28240727190345105	0.20880070062597603	0.19949177861193243	0.1805930023786761	0.12870724647996437
denunciare#n	0.3201817896852758	0.1831160678324239	0.12566018093295428	0.27698146154216347	0.09406050000718257
denunciare#v	0.27324848991754846	0.2244012524066863	0.16763428183325224	0.1850994636731849	0.14961651216932817
depistaggio#n	0.1812668321397259	0.24801148487813837	0.15687051464941412	0.15685992618858713	0.2569912421441345
deporre#v	0.19806817569004254	0.24384328161169339	0.20226385739885264	0.1224157540274355	0.2334089312719758
deportare#v	0.17206001880643773	0.21093367673136412	0.16193602417456213	0.27358294421463064	0.18148733607300543
depositare#v	0.262212216248769	0.2374242831667497	0.1297476659328988	0.2044247628914979	0.1661910717600845
depositi#n	0.36237761233226584	0.12736007968022967	0.10763192674872403	0.05233822572099159	0.350292155517789
deposito#n	0.24668304975074765	0.29626056318810234	0.14402391513437363	0.146483202703892	0.1665492692228842
deposizione#n	0.25358459901385494	0.23402523854776694	0.12294202185747198	0.17596404388590303	0.21348409669500318
depressione#n	0.09336218220020544	0.11020178956207786	0.47761569454917013	0.1991378014068962	0.11968253228165025
deprimere#v	0.14229848803664188	0.27897854762269814	0.2223198158624243	0.19444827264687384	0.1619548758313618
depurare#v	0.22062380187226582	0.20550554026644394	0.1897120268947402	0.10336425568952083	0.2807943752770292
deputare#v	0.22995775865783782	0.29606226712458533	0.07426957541164217	0.16621060074153565	0.23349979806439897
deputata#n	0.2945941265727145	0.15890527372561306	0.1238419022729244	0.20651703880671443	0.21614165862203363
deputato#n	0.30432484599712717	0.19870118924977975	0.08092427208706028	0.19332136151134807	0.22272833115468485
der#n	0.21160298212207138	0.19369362381888397	0.20876258560284297	0.21573549430903566	0.17020531414716594
deragliare#v	0.05582347079404394	0.26917915449678426	0.5637283940690299	0.05051900527084296	0.06074997536929896
derby#n	0.14420005139685158	0.1939603599059643	0.14357183627405107	0.25259807145266866	0.26566968097046434
deridere#v	0.16092298888363604	0.20616007095286157	0.20116734208248638	0.24099448046454666	0.1907551176164693
derivare#v	0.2166015962072319	0.254388834390296	0.10954560115137836	0.21801173031440013	0.20145223793669348
deroga#n	0.37597238126104426	0.27018139068154584	0.0626640019468268	0.1661927360113796	0.1249894900992035
derogare#v	0.2836374247876195	0.17697450424226116	0.07229662168335203	0.24382066872631927	0.22327078056044797
derubare#v	0.27708761552118816	0.08640346818316724	0.21348779712134544	0.32839491364903917	0.0946262055252601
derubricare#v	0.2776287901813584	0.14401582458152495	0.2849906766240302	0.16979870393168367	0.12356600468140275
des#n	0.11524617127314828	0.11854057513358213	0.1548804472997205	0.29487976640217534	0.3164530398913738
descalzi#n	0.34861470217027524	0.11552265541203753	0.11280557513456939	0.31704256453598395	0.10601450274713399
descrivere#v	0.16678920438790867	0.18931569546574664	0.18922826188721453	0.2730726633523304	0.18159417490679977
descrizione#n	0.10676905681990889	0.23418301547036366	0.1931535390014603	0.28763168462544214	0.1782627040828249
deserto#a	0.13714658322916165	0.11907771685499498	0.17754627519307817	0.4014728408325272	0.16475658389023806
deserto#n	0.13920947583631457	0.21817372298384052	0.161873863362567	0.25222394399983855	0.22851899381743937
desiderabile#a	0.13747910318073767	0.4274415839631982	0.11614325208604817	0.12398502479386701	0.19495103597614885
desiderare#n	0.40451258563647713	0.05694341596746864	0.18582991483917274	0.24811252839414236	0.1046015551627391
desiderare#v	0.13445121608931399	0.2312739320438248	0.16481885156264448	0.234547043657248	0.23490895664696876
desiderio#n	0.11115756131924966	0.16439081724982427	0.21281339101476504	0.29436329786292037	0.21727493255324076
desideroso#a	0.1409702087477234	0.2481979280578851	0.25762208711905354	0.1586165448732852	0.1945932312020528
design#n	0.03709394824672309	0.12017798760981503	0.09174449227363968	0.5081360895742346	0.2428474822955877
designare#v	0.27569568373486225	0.2796813805385205	0.10686270508633675	0.1860336886969166	0.15172654194336396
designazione#n	0.2178461328762189	0.3882903428186811	0.09731823128718055	0.10820708549803873	0.18833820751988084
designer#n	0.04485446421749182	0.1506217912283627	0.14346564049915983	0.4379054434665549	0.22315266058843075
desistere#v	0.177051110084817	0.24793584792841628	0.3028943068470335	0.1334394199958008	0.13867931514393242
desktop#n	0.10218557169276479	0.2777059535733408	0.16922376403261236	0.3344129346980544	0.11647177600322765
desolante#a	0.08456214455614076	0.3781492161361791	0.0859927164822407	0.2585332967210978	0.19276262610434164
desolare#v	0.07731638840428985	0.2580483350278591	0.20977968966816146	0.18274014031006103	0.27211544658962844
destabilizzare#v	0.24472109971729028	0.2117528830159577	0.15192170755754095	0.23721971076087442	0.15438459894833664
destabilizzazione#n	0.19592110999366402	0.30857211278707203	0.2357001129083478	0.08388781929963167	0.17591884501128444
destare#v	0.17262187770744455	0.19206818226858127	0.28061103250469605	0.22995990256872223	0.12473900495055601
destinare#v	0.2135672013504662	0.22288465110970188	0.11669022888428902	0.22411456305620808	0.2227433555993347
destinatario#n	0.2318527300524011	0.2181815760610429	0.1319168304911033	0.2088047429546901	0.20924412044076268
destinazione#n	0.20672414452434096	0.1625200064885373	0.16905504324591553	0.22959653481634512	0.23210427092486116
destino#n	0.13673832000296285	0.15182601842568927	0.2477557330753467	0.24312722575229959	0.22055270274370167
destituire#v	0.4839150860727708	0.09590040497650076	0.15618422330435855	0.2031756071252876	0.060824678521082295
destra#n	0.1988423814868029	0.1804247745507097	0.1376395921621039	0.23855125807817287	0.24454199372221072
destro#a	0.1557557959172975	0.21539177709711152	0.235341474786155	0.18458364286316162	0.20892730933627437
destro#n	0.10917629278387625	0.14026252893852864	0.18948956819152185	0.24984523182109358	0.3112263782649797
detective#n	0.06630434537814044	0.18377498164447012	0.2685327693137273	0.2555902998411461	0.22579760382251607
detenere#v	0.23686417220538838	0.2438964248370482	0.1830839921100783	0.18968999416390775	0.14646541668357732
detentivo#a	0.4894886892677094	0.08308337162116618	0.06233754087577573	0.16371351144052165	0.20137688679482726
detentore#n	0.050316498801163935	0.18886860529243366	0.05100744685309503	0.18127582491947974	0.5285316241338277
detenuta#n	0.32363452669957987	0.24789446422194228	0.1712759401374962	0.05832423943764181	0.19887082950333987
detenuto#n	0.27837397179564083	0.19199030111029697	0.1271142928942177	0.22614747965034815	0.17637395454949636
detenzione#n	0.3234218323971311	0.19836025427239976	0.13861511231738105	0.17349017655653518	0.16611262445655292
deterioramento#n	0.2042246595483191	0.3140021198595957	0.18289101045301187	0.2429036666558287	0.055978543483244665
deteriorare#a	0.2244616702472784	0.3388665171971151	0.031480442911640774	0.19642364414361072	0.20876772550035505
deteriorare#v	0.1312432796186368	0.2128534076814786	0.28447145659636486	0.21384857395091209	0.15758328215260758
determinante#a	0.19205958964739658	0.19674708589031373	0.12155459402919984	0.3202251212404731	0.1694136091926167
determinare#v	0.19448884162894883	0.21115070214840467	0.17354309520179914	0.20299542442490767	0.21782193659593968
determinato#a	0.2363190758180305	0.19908059313996626	0.12247892748869578	0.20413531203461477	0.23798609151869288
determinazione#n	0.2244334566622762	0.21668268113252603	0.13652326713789623	0.18132679484257883	0.2410338002247226
deterrente#n	0.29903580465659496	0.22895178331018046	0.2283598574456812	0.08797793269912389	0.15567462188841943
detestare#v	0.15779731636682623	0.1904099000297438	0.14683541023024455	0.28182431637765776	0.22313305699552763
detrarre#v	0.29256045622286586	0.10969108811987512	0.17298204171162238	0.09804968079338718	0.32671673315224947
detrattore#n	0.25046466897616504	0.20500108987646895	0.09506411271783473	0.22242759339049895	0.22704253503903227
detrazione#n	0.4868134427102576	0.12990285449938074	0.10656804156108766	0.17235634968440805	0.10435931154486572
detrito#n	0.10335282427076149	0.19656835212635773	0.3255487107802121	0.24128238256270929	0.13324773025995934
detroit#n	0.37727953630170924	0.16861428836150905	0.10272455079063124	0.13158919381834056	0.21979243072781005
detta#n	0.1929004721950479	0.2968578578817652	0.10929644807639902	0.2613637473602739	0.13958147448651395
dettagliato#a	0.14523557730528272	0.21745251003968244	0.24382576829000788	0.2277598713339706	0.1657262730310562
dettaglio#n	0.1975046507798856	0.22326190006249735	0.15950457230531306	0.21839154286291687	0.2013373339893871
dettare#v	0.1941494819719406	0.2280092470581391	0.14582160066485772	0.21878491725138693	0.21323475305367562
dette#a	0.23032499734283207	0.26004546098783426	0.11079667614060242	0.16912710340718068	0.2297057621215505
detto#a	0.17381443319960302	0.24360211186071054	0.1683667095029779	0.2108968572155111	0.20331988822119737
deturpare#v	0.1449520791621103	0.24824012645375218	0.24828980730775901	0.19034723995632374	0.16817074712005495
deutsche#n	0.2289317661836054	0.4312284251987974	0.021074073290121773	0.23748567096470083	0.0812800643627746
deutschland#n	0.2119960892993479	0.21785547396271976	0.09474276993758263	0.09307931601956337	0.38232635078078625
devastante#a	0.166910262302696	0.2274231464442472	0.30160466599540564	0.14540472109882127	0.15865720415882995
devastare#v	0.22492735766435562	0.20665707344220177	0.2825768879488196	0.11905345475194819	0.16678522619267488
devastazione#n	0.30863974389389226	0.19051181656319355	0.25898920399053504	0.12465426485780377	0.11720497069457537
development#n	0.09742028760695279	0.22333609878988778	0.10015853286719512	0.4189479250051911	0.16013715573077328
deviare#v	0.19118747123141316	0.15359248422695698	0.2115288993781272	0.20851585387002886	0.23517529129347386
deviazione#n	0.13179862907739154	0.17700922815137166	0.15005462037709655	0.2314663182292446	0.30967120416489563
device#n	0.10733969867392082	0.271110543476433	0.1325104906754052	0.260165899714064	0.2288733674601769
devils#n	0.14083777707721384	0.2858156906798403	0.014730899420733459	0.33785319694838023	0.22076243587383224
devoto#n	0.10426478096867971	0.1396383271576535	0.3994079677609504	0.2853365982465706	0.07135232586614577
devozione#n	0.08841374156041941	0.25222011466867583	0.11096383891632687	0.4473140208695519	0.10108828398502581
dg#n	0.23967746232378553	0.10641246396265364	0.20844326900709412	0.225650222807828	0.2198165818986386
dhabi#n	0.2097434690702705	0.29970319257333017	0.1338574528523786	0.1116725711100403	0.24502331439398045
di#n	0.1960648004958588	0.17631967756706185	0.19886556235010922	0.21519475537371238	0.21355520421325777
dia#n	0.3705847810332201	0.08623347730146329	0.10086582825977033	0.24157090613301127	0.2007450072725349
diabete#n	0.045064237063979384	0.3196448065330658	0.30279798925060514	0.18375815362155462	0.14873481353079512
diabolico#a	0.1997380655594212	0.19704141652838866	0.24539602542801964	0.16604942388584268	0.19177506859832785
diagnosi#n	0.10696301946067882	0.11794222329339735	0.4187562700724924	0.11213289072172342	0.24420559645170814
diagnosticare#v	0.04026698323089079	0.15319456863208591	0.7175575358981593	0.03687556856090373	0.052105343677960325
diagnostico#a	0.12587118095124974	0.1617731492305812	0.1848890292646179	0.25853975103013194	0.2689268895234193
diagonale#a	0.13366800745731827	0.19795721383996054	0.10114441872193075	0.3820173670971687	0.18521299288362178
diagonale#n	0.04858220988055838	0.19304706620340648	0.15870817177292176	0.2802052823062737	0.3194572698368397
dialettica#n	0.2880707747820273	0.16640303617886087	0.10362530386813007	0.16926823777656685	0.2726326473944149
dialetto#n	0.19632838501361433	0.12031847790639544	0.17595533257219753	0.3060467950498615	0.20135100945793133
dialogare#v	0.17156175471051952	0.17842659460731256	0.15010581333770712	0.2737087295497976	0.22619710779466312
dialogo#n	0.1871184104757132	0.21281248867235272	0.12740927675579056	0.2368826431203809	0.23577718097576258
diamante#n	0.13975072143505812	0.13554242846869813	0.13260881231406635	0.415398389131898	0.17669964865027918
diametro#n	0.021788339736975946	0.21360408556485716	0.04830326120340165	0.39764906920819676	0.31865524428656866
diana#n	0.24677658664146215	0.12695401215526167	0.2435168381777752	0.15726357857996118	0.22548898444553986
diane#n	0.28700831614024996	0.13206931630604354	0.17970258175324808	0.3129175225524354	0.08830226324802305
diario#n	0.08787589718122106	0.1694395976618694	0.3041315404319381	0.18923975452192843	0.24931321020304303
diaspora#n	0.24493958670744	0.28205461172995455	0.10267879941381848	0.16957442585128887	0.20075257629749804
diatriba#n	0.16562688614031568	0.4402025442829378	0.05770420830874282	0.17298271432335074	0.16348364694465295
diavolo#n	0.1542519583866092	0.2567749351360493	0.14857709032717034	0.2304689656098229	0.20992705054034816
diaz#n	0.08972953113977845	0.06082233078192467	0.4492410528214241	0.29213868262550874	0.1080684026313641
dibattere#v	0.22874578402530293	0.1878061103981129	0.28959981167262694	0.13298704907503	0.16086124482892725
dibattimento#n	0.3424438949322881	0.18631700512294017	0.10505436120013271	0.1677949930028024	0.19838974574183657
dibattito#n	0.25247605870377193	0.20289206724622974	0.11606152681887313	0.22550145266311872	0.2030688945680064
dicastero#n	0.23717614807274362	0.18726338906633552	0.16670901147674982	0.24178298077099702	0.16706847061317406
dicembre#n	0.21921087747134765	0.2054661589443192	0.19321222837210944	0.17782129351391882	0.20428944169830485
dichiarare#v	0.21549082910677425	0.21284109956751074	0.16724514505641325	0.22267773652128908	0.18174518974801274
dichiaratamente#r	0.17809200208412362	0.2554559181142351	0.06346079887912391	0.20250379159475554	0.3004874893277619
dichiarazione#n	0.2868582502834274	0.18843937661975946	0.13686651361588692	0.19870865081262137	0.18912720866830482
diciottenne#a	0.16462768401062092	0.12867063378325186	0.4388372936280363	0.0690292148689549	0.19883517370913603
dicitura#n	0.2692762803139592	0.2554103613784307	0.05148099452818564	0.2191809193602314	0.204651444419193
dick#n	0.13999063861406733	0.1555787157802415	0.2181921949612895	0.3301131027839522	0.1561253478604494
didascalia#n	0.2334297102725756	0.1469695536046199	0.17372719541085052	0.23902696175008004	0.20684657896187392
didattica#n	0.17115896532927397	0.23709817766186905	0.11513697853260464	0.1778005313835162	0.29880534709273615
didattico#a	0.14274216816161817	0.1485446720515373	0.1388790815010395	0.2664578818477054	0.30337619643809965
didier#n	0.037067855441756795	0.44743429640882215	0.07517352665312364	0.1733563694217535	0.2669679520745439
die#n	0.20057904958264128	0.17986228676976596	0.1772711605987538	0.3432104902735777	0.09907701277526113
dieci#n	0.23808180919057478	0.1670010296218684	0.16704069785256787	0.18860530658572688	0.23927115674926203
diego#n	0.17003679623626053	0.19352635452179187	0.11932578646273054	0.27209311204517966	0.24501795073403732
diesel#n	0.1558982640826026	0.2756253132885817	0.04326965259856895	0.14816451287469448	0.37704225715555234
dieta#n	0.10350544554534077	0.27697197780592653	0.18749464890738343	0.31140488963610496	0.12062303810524426
dietro#r	0.15375039256697787	0.21348999134642677	0.18781500583351077	0.24447927933295857	0.20046533092012597
dietrofront#n	0.3057852459204995	0.13249399727479738	0.10415564096963956	0.1834796176495405	0.2740854981855231
difendere#v	0.23465919850860115	0.19925331235392266	0.1557321133271805	0.21820164611904136	0.1921537296912543
difensivo#a	0.20632206642810033	0.18931915953987744	0.1766658261391968	0.2204318869963051	0.20726106089652033
difensore#n	0.20553151348428553	0.17285697298270905	0.1902603655685141	0.21054273561890485	0.22080841234558649
difesa#n	0.19928243458281514	0.21433373209090897	0.16846297280347494	0.2087296576397395	0.20919120288306134
difetto#n	0.19220851590532262	0.26212680023849244	0.12639345909778396	0.22221274013588552	0.1970584846225154
difettoso#a	0.17041346704614793	0.4329344927388513	0.1013778819876174	0.13765150723125733	0.15762265099612607
diffamazione#n	0.288702736908971	0.1494361524642476	0.09259878886474815	0.25349488925943864	0.21576743250259453
differente#a	0.15683453908912842	0.24432933383775884	0.12202098271200623	0.23002220806403895	0.24679293629706736
differenza#n	0.18375755426014462	0.21873821747821334	0.12533219107931132	0.24853880968476516	0.22363322749756545
differenziale#a	0.06807295100992045	0.26886170352288286	0.3078668399792316	0.12673976406352275	0.2284587414244424
differenziale#n	0.20994219123081215	0.13498422686517722	0.17451331251308314	0.06015104237329559	0.42040922701763184
differenziare#v	0.20111837956609505	0.1382584219408056	0.11794697260582204	0.31151336217364967	0.2311628637136276
differenziato#a	0.06283149722289229	0.25927376808299074	0.08348795459029852	0.328736862218705	0.26566991788511346
differenziazione#n	0.20288013366496696	0.16509408430602884	0.10758036866880982	0.33402547457694853	0.1904199387832458
differire#v	0.19743482103634022	0.19567179655777728	0.15155301203617505	0.19546007425460576	0.2598802961151016
difficile#a	0.18254693337238215	0.21790730500595973	0.17935282047416012	0.20722977134710382	0.21296316980039415
difficilmente#r	0.20020215615688555	0.25871104571090536	0.12216737825686387	0.2455321373023896	0.1733872825729555
difficoltoso#a	0.19862950359292253	0.17715774576776705	0.3791560079237888	0.18359447755557715	0.06146226515994439
diffidare#v	0.2857446508396691	0.16261818334515574	0.12701791214494862	0.2627013083713663	0.16191794529886028
diffidenza#n	0.19354239256218017	0.2969777210091085	0.16242855505798176	0.14254116227846922	0.20451016909226033
diffondere#v	0.22105523481589248	0.2324610672535885	0.19261666587963455	0.18502227059343895	0.16884476145744542
diffusione#n	0.17257761445790867	0.2242628999045505	0.1572415117956247	0.24722249125542697	0.19869548258648914
diffuso#a	0.260889578644788	0.22167095918750127	0.1523340107939082	0.18606827072097898	0.17903718065282356
diga#n	0.1574249840772101	0.095607386548471	0.31182812372228685	0.17235841184305148	0.26278109380898057
digerire#v	0.15152284974019792	0.2989275826905031	0.1221756118734591	0.2551540218090048	0.1722199338868349
digital#a	0.1475910899907728	0.25115849625782005	0.06789510719907528	0.208603534332651	0.32475177221968077
digital#n	0.12198113342551857	0.35498984982325843	0.12866773362269457	0.10669160096785399	0.2876696821606744
digitale#a	0.13477638217981813	0.279890425740125	0.10441015157196762	0.2726731280858518	0.20824991242223734
digitale#n	0.09515209837598572	0.13256819215206175	0.11296376762115819	0.5514000080005671	0.10791593385022721
digitalizzare#v	0.0786413146308112	0.2924399029309723	0.11061264826654767	0.3326088944532334	0.1856972397184355
digitalizzazione#n	0.3322647623955071	0.28256695257715064	0.08149777629536298	0.10551892615945441	0.19815158257252488
digitare#v	0.11487485311703005	0.30213119506833835	0.08334038803882436	0.257591058801864	0.24206250497394322
digiuno#n	0.1087048832006091	0.21036338851093417	0.16144568245781388	0.26097009123736253	0.2585159545932804
dignitoso#a	0.25091960666205065	0.10650716146626943	0.20124138254641522	0.23466759522053204	0.2066642541047328
digos#n	0.4713579943280909	0.09295838861811953	0.06699689969972483	0.15498982611996628	0.2136968912340985
diktat#n	0.25576705121234894	0.1926934670660973	0.09615341910609679	0.2188873121704946	0.23649875044496257
dilagare#v	0.18030629910413537	0.1881565608809665	0.16408230856205056	0.23442047187098441	0.23303435958186325
dilaniare#v	0.19922192945488373	0.09175187369846957	0.43245092401276647	0.1338991345776293	0.14267613825625086
dilatare#v	0.07432917421863401	0.2530133610684436	0.0733678076963517	0.3280707886451821	0.2712188683713886
dilazione#n	0.4544785106520194	0.2132762824727568	0.13778083206797184	0.08578060966590949	0.10868376514134259
dileguare#v	0.2520109259841734	0.19104871889040811	0.13011418166485578	0.28842783272234	0.13839834073822263
dilemma#n	0.18261243761282853	0.2966795033725014	0.16338565572403832	0.1179816346467179	0.23934076864391393
dilettante#a	0.10176059124294001	0.18707838852183498	0.12136044940154318	0.30465888563705856	0.28514168519662325
dilettante#n	0.18928189727523254	0.24637357749923752	0.1897043837017192	0.2425971427281527	0.1320429987956581
dilettanti#n	0.29931276486640174	0.10539596611007268	0.07427437415810133	0.35103917305134585	0.16997772181407858
diligence#n	0.11934213038775972	0.1461557587957409	0.2771641626772884	0.16502341443890825	0.2923145337003029
dilma#n	0.04615608121098637	0.16891827379666316	0.2831231373604114	0.3933815709258872	0.10842093670605198
diluire#v	0.1877475192253917	0.11527678262950122	0.09293396240948276	0.44334797332361514	0.1606937624120093
diluvio#n	0.14821692054039975	0.14014587180786062	0.21172752138597226	0.3692049924728086	0.13070469379295901
dimagrire#v	0.12159625946251706	0.17239124404145312	0.46366720275713147	0.14028998791980044	0.10205530581909777
dimensione#n	0.11565075620718064	0.24056825529356674	0.09943790922142712	0.28685938980268405	0.2574836894751415
dimenticare#v	0.14096762532222584	0.19432761570077814	0.17058037885050148	0.26910704668603824	0.2250173334404563
dimenticato#a	0.12755491450757192	0.20830272186735974	0.1311191405225402	0.32002945591772614	0.21299376718480187
dimestichezza#n	0.12910566724963016	0.17701327309932607	0.06420299283493984	0.38268204013852364	0.24699602667758028
dimettere#v	0.19243286750633667	0.21153063175446296	0.2844062262396351	0.17368980240335763	0.13794047209620755
dimezzamento#n	0.3450633747874762	0.11321389812448249	0.12910347617246018	0.1132121403922639	0.29940711052331725
dimezzare#a	0.1740094210493542	0.2976637845503174	0.16939885737049584	0.17417520597293776	0.18475273105689483
dimezzare#v	0.2648897989126747	0.2882375372664379	0.13810360439000507	0.14863514676887693	0.16013391266200527
diminuire#v	0.2263275950244083	0.28215663949779846	0.12554527327381235	0.1598266167640354	0.20614387543994564
diminuzione#n	0.19333969910123786	0.35900961593398734	0.18973822636258383	0.11615803619044278	0.14175442241174827
dimissionario#a	0.16567934120081687	0.4274589405707129	0.036293005423358095	0.15776817852478017	0.21280053428033194
dimissione#n	0.2193888442568027	0.18236836584128308	0.1490350735470429	0.25548775902021137	0.19371995733465994
dimmi#v	0.0797870759913753	0.10078346954294636	0.0768189524521126	0.3183525714475628	0.4242579305660031
dimora#n	0.11424364412389929	0.27531855892486706	0.10419157045757647	0.30047214608054057	0.20577408041311665
dimostrante#n	0.2215160416540941	0.34759315643753175	0.1176566124467941	0.12990117634652845	0.1833330131150516
dimostrare#v	0.1915182356728961	0.20436180597044729	0.14699465147983073	0.2135672406424231	0.24355806623440274
dimostrativo#a	0.10454575575172703	0.5431191941228127	0.08534675892759411	0.15849254590554773	0.10849574529231844
dimostrazione#n	0.16550636352584192	0.25470529134918696	0.1592620955263224	0.20196680985755683	0.21855943974109177
dinamica#n	0.14221011871888725	0.19484961299862988	0.33955804471781487	0.16593716805282938	0.15744505551183866
dinamico#a	0.0915845116766028	0.316684599281091	0.11105157077345416	0.23547315158556426	0.2452061666832878
dinamismo#n	0.12078792454077374	0.1413092379045235	0.1477543972043752	0.24330607306572166	0.346842367284606
dinanzi#r	0.20585543888125546	0.2251795885868351	0.2824681422863411	0.1357185765675111	0.15077825367805722
dinastia#n	0.11625988214498496	0.12446477346601695	0.1384409176411218	0.38229543970003815	0.23853898704783807
dini#n	0.3866340664169788	0.2255039112942424	0.16624789551018715	0.14559726513018578	0.07601686164840585
diniego#n	0.33051010669060055	0.41662929078092664	0.0832073373909978	0.07322394234308434	0.09642932279439069
dino#n	0.20221127791156468	0.06368540197988778	0.09687304653416717	0.424779988077905	0.21245028549647535
dinosauri#n	0.06285832602763622	0.3068465205334544	0.06947428860029443	0.3705158012501265	0.1903050635884885
dinosauro#n	0.036053710613868376	0.2489666651562635	0.028720244374498202	0.39642156731269396	0.289837812542676
dintorno#n	0.14095974549990808	0.2571832753079627	0.19526006094133153	0.2195687677551753	0.18702815049562235
dio#n	0.16007334216764235	0.2096879166154723	0.17125783360033275	0.16674927753763522	0.29223163007891745
diocesi#n	0.2964181038323957	0.12253503490628372	0.2784828615914861	0.09491047466196306	0.20765352500787135
dior#n	0.16053833170072473	0.5224140021265822	0.07526832556573926	0.16553581745523413	0.07624352315171982
dipartimento#n	0.19747294798740878	0.21075831999700378	0.16050738065171535	0.19300489436954518	0.23825645699432688
dipartita#n	0.07901170052982621	0.20085620540873503	0.21065929723031557	0.4020133479943807	0.10745944883674248
dipendente#a	0.3315300021389437	0.21695938726765815	0.08106454358632285	0.13179101286175215	0.23865505414532306
dipendente#n	0.2829026285005361	0.20079819546403538	0.12088738334534685	0.18645718602100156	0.20895460666908014
dipendenza#n	0.14449545928678717	0.16888456420404038	0.22224516579951922	0.25911855651542764	0.20525625419422547
dipendere#v	0.1828784803223499	0.20316207385344648	0.17006154181334784	0.2290625801627474	0.21483532384810844
dipingere#v	0.0994741001171484	0.13305600851580926	0.1304050553102298	0.38883650635052897	0.2482283297062836
dipinto#n	0.10645563977884653	0.1515062380678723	0.08413787366658003	0.39800689959185365	0.2598933488948475
diploma#n	0.2056193567206528	0.1893725024907562	0.20107955165198124	0.2056071902287686	0.19832139890784115
diplomare#v	0.13490043346831523	0.2630289963205776	0.1264184135739023	0.2748100326526224	0.20084212398458248
diplomatico#a	0.23635044900319258	0.25924552701361486	0.15166709304512235	0.1677800368695222	0.18495689406854807
diplomatico#n	0.20243990415020985	0.2031304944208604	0.22271528599846102	0.2087397377976059	0.16297457763286283
diplomato#n	0.16873954385813472	0.2277723448627977	0.12978723911887177	0.3368875368178463	0.13681333534234968
diplomazia#n	0.24148051839507909	0.25637007451956173	0.1264392989199276	0.15154677473960737	0.22416333342582434
diradare#v	0.1563915711499935	0.12101406803657337	0.10573895877277259	0.3171710866931365	0.29968431534752404
diramare#v	0.12053460089574201	0.3607623907968669	0.2879106080850936	0.08652587399255571	0.14426652622974168
dire#n	0.21572995308282303	0.19970462061480942	0.15970146871185328	0.26549435972424656	0.15936959786626773
